what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1437637196960
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1437637196960
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1437637196960
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1437637196960
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1437637196960
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1437637196960
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1437637196974
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1437637196974
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1437637196974
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1437637196974
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1437637196974
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1437637196974
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1437637196974
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1437637196975
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1437637196975
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1437637196975
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1437637196975
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1437637196975
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1437637196975
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1437637196975
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1437637196975
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1437637196975
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1437637196979
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1437637196979
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1437637196979
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1437637196979
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1437637196979
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1437637196979
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1437637196979
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1437637196979
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1437637196979
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1437637196979
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1437637196979
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1437637196980
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1437637196980
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1437637196980
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1437637196980
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1437637196980
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1437637196980
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1437637196980
os,sysinfo,,,"linux",1437637196999
arch,sysinfo,,,"x86_64",1437637196999
ws,sysinfo,,,"gtk",1437637196999
locale,sysinfo,,,"en_US",1437637196999
processors,sysinfo,,,"4",1437637196999
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1437637196999
java.runtime.version,sysinfo,,,"1.7.0_80-b15",1437637196999
java.specification.name,sysinfo,,,"Java Platform API Specification",1437637196999
java.specification.vendor,sysinfo,,,"Oracle Corporation",1437637196999
java.specification.version,sysinfo,,,"1.7",1437637196999
java.vendor,sysinfo,,,"Oracle Corporation",1437637196999
java.version,sysinfo,,,"1.7.0_80",1437637196999
java.vm.info,sysinfo,,,"mixed mode",1437637196999
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1437637196999
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1437637196999
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1437637196999
java.vm.specification.version,sysinfo,,,"1.7",1437637196999
java.vm.vendor,sysinfo,,,"Oracle Corporation",1437637196999
java.vm.version,sysinfo,,,"24.80-b11",1437637196999
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1437637199127
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1437637199137
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1437637199167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437637215601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639186000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639221839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639269012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639274857
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1437639293714
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1437639293733
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1437639363915
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1437639363965
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1437639364046
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1437639364232
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1437639364271
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1437639364547
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1437639364551
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1437639364625
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1437639364684
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1437639364791
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1437639364825
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1437639364877
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1437639364969
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1437639365315
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1437639365347
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1437639381191
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1437639381202
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1437639381215
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437639381307
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1437639381366
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1437639381839
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1437639381883
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1437639381887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639382073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639389712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639583508
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437639589338
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1437639591727
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1437639591729
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1437639592251
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1437639592256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639595399
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1437639623922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639625168
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437639626860
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437639627142
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1437639627607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437639631371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437645765125
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437645770731
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1437645774065
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1437645774109
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1437645774778
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1437645774779
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1437645786752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437645789284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1437645854461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437645854477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437645855348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437645856201
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1437645864820
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1437645865328
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437645865399
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1437645883212
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1437645885997
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1437645886068
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1437645886132
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1437645886171
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1437645886317
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1437645886365
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1437645886767
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1437645886770
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1437645887949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1437645888974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437646006809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649738481
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437649760026
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437649764057
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437649764391
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1437649778192
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1437649778771
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1437649778800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649781769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649788656
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437649792568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649804795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649815007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1437649832782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649843581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649869470
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437649870921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437649872744
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437649877003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649882202
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1437649894694
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1437649896501
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1437649897195
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437649898095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1437649898359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649898669
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437649902380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649949473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649949899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1437649957603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437649977379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650042889
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437650045242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650073387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650105164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650107626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1437650109979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650110029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650112581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1437650116514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650116536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650119284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1437650121630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650121671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650124662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1437650128733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650128751
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1437650135439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650158701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650175623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437650193087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437658925738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437658952708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437659168996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437659190972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1437659490516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1437659490516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437659490536
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1437659497214
